jockey_name,track_code,wins,win_pct,starts,surface,source_page,year
Luis A. Valenzuela,ALB,24,25.0,96,,880,2025
Fausto Henrique Da Silva,ALB,17,23.3,73,,880,2025
Luis A. Fuentes,ALB,14,32.6,43,,880,2025
Enrique Portillo Gomez,ALB,12,14.6,82,,880,2025
Aldo Arboleda,ALB,10,16.4,61,,880,2025
Manuel Franco,AQU,65,22.8,285,,880,2025
Jose Lezcano,AQU,56,20.8,269,,880,2025
Kendrick Carmouche,AQU,46,22.9,201,,880,2025
Eric Cancel,AQU,30,16.1,186,,880,2025
Ruben Silvera,AQU,22,11.5,192,,880,2025
Kendrick Carmouche,AQU,21,28.8,73,,880,2025
Dylan Davis,AQU,20,26.7,75,,880,2025
Manuel Franco,AQU,19,22.4,85,,880,2025
Christopher Elliott,AQU,11,17.5,63,,880,2025
Javier Castellano,AQU,10,16.7,60,,880,2025
Flavien Prat,AQU,46,33.8,136,,880,2025
Manuel Franco,AQU,33,17.5,189,,880,2025
Kendrick Carmouche,AQU,25,16.9,148,,880,2025
Jose Lezcano,AQU,21,15.8,133,,880,2025
Jaime Rodriguez,AQU,20,13.5,148,,880,2025
Adrian B. Ramos,ARP,25,25.0,100,,880,2025
David Cardoso,ARP,23,19.5,118,,880,2025
Nathan Haar,ARP,22,17.9,123,,880,2025
Jose Angel Medina,ARP,21,16.8,125,,880,2025
Larren Delorme,ARP,21,18.6,113,,880,2025
Damario Bynoe,ASD,60,26.5,226,,881,2025
Antonio Whitehall,ASD,48,21.1,227,,881,2025
Sven Balroop,ASD,36,19.7,183,,881,2025
Prayven Badrie,ASD,29,29.9,97,,881,2025
Rachaad Knights,ASD,24,15.0,160,,881,2025
Jose Angel Medina,ATO,3,100.0,3,,881,2025
Nathan Haar,ATO,0,0.0,2,,881,2025
Chris Fackler,ATO,0,0.0,3,,881,2025
Ricardo Martinez,ATO,0,0.0,3,,881,2025
Scott A. Bethke,ATO,0,0.0,1,,881,2025
Flavien Prat,BAQ,28,31.1,90,,881,2025
Manuel Franco,BAQ,26,19.0,137,,881,2025
"Irad Ortiz, Jr.",BAQ,24,29.6,81,,881,2025
Jose Lezcano,BAQ,22,15.8,139,,881,2025
Kendrick Carmouche,BAQ,22,19.6,112,,881,2025
Manuel Franco,BAQ,40,22.7,176,,881,2025
"Ricardo Santana, Jr.",BAQ,33,15.1,219,,881,2025
Flavien Prat,BAQ,33,25.8,128,,881,2025
Kendrick Carmouche,BAQ,29,15.8,184,,881,2025
Dylan Davis,BAQ,26,14.8,176,,881,2025
Dakota Wood,BKF,6,42.9,14,,882,2025
Devon Ellis,BKF,2,18.2,11,,882,2025
Fernando Manuel Gamez,BKF,2,22.2,9,,882,2025
Jesus Virgen,BKF,1,20.0,5,,882,2025
Jose Antonio Figueroa,BKF,1,33.3,3,,882,2025
Albin Jimenez,BTP,82,30.9,265,,882,2025
Victor Lebron,BTP,57,24.9,229,,882,2025
Yarmarie L. Correa,BTP,54,19.1,283,,882,2025
John McKee,BTP,54,22.6,239,,882,2025
Oscar Villarreal,BTP,49,16.9,290,,882,2025
Eric Ayala,CAS,1,50.0,2,,882,2025
Angel Acevedo Armenta,CAS,1,100.0,1,,882,2025
Jesus Flores,CAS,0,0.0,2,,882,2025
Carmen Vasquez,CAS,0,0.0,1,,882,2025
Sheldon Meineke,CAS,0,0.0,1,,882,2025
Harry Hernandez,CBY,70,28.2,248,,882,2025
Alonso Quinonez,CBY,53,25.4,209,,882,2025
Eduardo Gallardo,CBY,33,16.2,204,,882,2025
Constantino Roman,CBY,32,17.4,184,,882,2025
Guillermo Rodriguez,CBY,25,11.1,225,,882,2025
Jose L. Ortiz,CD,63,25.7,245,,882,2025
Luis Saez,CD,47,18.9,249,,882,2025
"Brian Joseph Hernandez, Jr.",CD,39,17.3,225,,882,2025
Edgar Morales,CD,22,10.9,202,,882,2025
Luan Machado,CD,22,13.8,160,,882,2025
Tyler Gaffalione,CD,26,25.0,104,,883,2025
"Irad Ortiz, Jr.",CD,23,27.4,84,,883,2025
Jose L. Ortiz,CD,11,16.7,66,,883,2025
Luis Saez,CD,10,14.1,71,,883,2025
Edgar Morales,CD,7,8.8,80,,883,2025
"Irad Ortiz, Jr.",CD,46,26.0,177,,883,2025
Jose L. Ortiz,CD,37,22.0,168,,883,2025
Tyler Gaffalione,CD,28,16.9,166,,883,2025
Luis Saez,CD,28,16.3,172,,883,2025
Axel Concepcion,CD,11,10.9,101,,883,2025
Paco Lopez,CNL,6,46.2,13,,883,2025
Flavien Prat,CNL,5,45.5,11,,883,2025
"Irad Ortiz, Jr.",CNL,3,37.5,8,,883,2025
Weston Hamilton,CNL,2,18.2,11,,883,2025
Jevian Toledo,CNL,2,18.2,11,,883,2025
Brad H. Cox,CNL,3,75.0,4,,883,2025
Brittany T. Russell,CNL,2,25.0,8,,883,2025
Anthony Farrior,CNL,2,66.7,3,,883,2025
Steve Klesaris,CNL,2,66.7,3,,883,2025
Peter Eurton,CNL,1,20.0,5,,883,2025
Paco Lopez,CNL,40,23.5,170,,883,2025
Ben Curtis,CNL,33,20.8,159,,883,2025
Mychel J. Sanchez,CNL,28,15.1,186,,883,2025
Sheldon Russell,CNL,24,22.0,109,,883,2025
Jorge Ruiz,CNL,22,16.4,134,,883,2025
Dakota Wood,CPW,15,45.5,33,,884,2025
Nathan Haar,CPW,6,20.0,30,,884,2025
Connie McKenzie,CPW,5,20.8,24,,884,2025
Larren Delorme,CPW,3,16.7,18,,884,2025
Ricardo Martinez,CPW,3,17.6,17,,884,2025
Arnaldo Bocachica,CT,197,32.9,598,,884,2025
Marshall Mendez,CT,71,16.9,419,,884,2025
J. D. Acosta,CT,65,12.4,526,,884,2025
Denis Vicente Araujo,CT,59,14.7,401,,884,2025
Victor Rodriguez,CT,52,12.4,419,,884,2025
Jose Mariano Asencio,CTD,17,28.3,60,,884,2025
Brian Boodramsingh,CTD,16,27.1,59,,884,2025
Rasheed Hughes,CTD,14,19.2,73,,884,2025
Keihton Natera,CTD,9,14.1,64,,884,2025
N’Rico Prescod,CTD,9,14.8,61,,884,2025
Dane Nelson,CTM,40,21.6,185,,884,2025
Rasheed Hughes,CTM,30,15.7,191,,884,2025
Keihton Natera,CTM,30,17.0,176,,884,2025
Jose Mariano Asencio,CTM,24,17.3,139,,884,2025
Brian Boodramsingh,CTM,24,20.7,116,,884,2025
Timothy Thornton,DED,85,24.1,352,,884,2025
Vicente Del-Cid,DED,69,24.0,287,,884,2025
Elio J. Barrera,DED,55,14.7,373,,884,2025
Joel Dominguez,DED,46,13.1,351,,884,2025
Jose Luis Rodriguez,DED,34,13.3,256,,884,2025
Jaime Rodriguez,DEL,75,23.7,317,,885,2025
Julio A. Hernandez,DEL,68,22.4,303,,885,2025
Martin Chuan,DEL,66,24.5,269,,885,2025
Kevin Gomez,DEL,30,12.3,243,,885,2025
Angel Cruz,DEL,27,19.3,140,,885,2025
Juan J. Hernandez,DMR,45,26.6,169,,885,2025
Antonio Fresu,DMR,37,17.5,212,,885,2025
Hector Isaac Berrios,DMR,26,18.8,138,,885,2025
Kazushi Kimura,DMR,23,10.8,212,,885,2025
Umberto Rispoli,DMR,23,18.1,127,,885,2025
Umberto Rispoli,DMR,17,22.1,77,,885,2025
Antonio Fresu,DMR,14,16.3,86,,885,2025
Mirco Demuro,DMR,12,24.5,49,,885,2025
Hector Isaac Berrios,DMR,11,18.3,60,,885,2025
Armando Ayuso,DMR,11,15.5,71,,885,2025
Luis A. Valenzuela,EDR,19,33.3,57,,885,2025
Daniel Aguilar,EDR,11,22.9,48,,885,2025
Jimmy Ray Coates,EDR,6,15.8,38,,885,2025
Nakia Teeter,EDR,6,19.4,31,,885,2025
Keivan Serrano,EDR,3,8.1,37,,885,2025
Blake Nunnally,ELK,9,50.0,18,,886,2025
Jayden R. Ironeyes,ELK,4,20.0,20,,886,2025
Jose Elias Rodriguez,ELK,3,20.0,15,,886,2025
Jose Antonio Figueroa,ELK,2,16.7,12,,886,2025
Oscar Cervantes,ELK,1,6.2,16,,886,2025
Tyler Gaffalione,ELP,28,28.3,99,,886,2025
Jaime A. Torres,ELP,22,15.8,139,,886,2025
"Brian Joseph Hernandez, Jr.",ELP,20,18.9,106,,886,2025
Axel Concepcion,ELP,15,21.1,71,,886,2025
Cristian A. Torres,ELP,13,16.2,80,,886,2025
Jayden R. Ironeyes,ELY,4,28.6,14,,886,2025
Jose Antonio Figueroa,ELY,4,28.6,14,,886,2025
Daniel Aguilar,ELY,4,28.6,14,,886,2025
Fernando Manuel Gamez,ELY,3,25.0,12,,886,2025
Oscar Cervantes,ELY,1,11.1,9,,886,2025
Kevin Krigger,EMD,70,23.0,304,,886,2025
Manuel Americano,EMD,64,17.9,357,,886,2025
Alex M. Cruz,EMD,38,11.9,318,,886,2025
Silvio Ruiz Amador,EMD,35,15.2,231,,886,2025
Kevin E. Orozco,EMD,28,12.4,225,,886,2025
Timothy Thornton,EVD,96,24.9,385,,886,2025
Jansen Melancon,EVD,59,18.8,313,,886,2025
Joel Dominguez,EVD,57,16.9,338,,886,2025
C.J. McMahon,EVD,46,22.2,207,,886,2025
Colby J. Hernandez,EVD,41,18.1,227,,886,2025
Nathan Haar,FAR,15,53.6,28,,887,2025
Dakota Wood,FAR,7,26.9,26,,887,2025
Ricardo Martinez,FAR,5,14.7,34,,887,2025
Bryan McNeil,FAR,4,19.0,21,,887,2025
Connie McKenzie,FAR,4,19.0,21,,887,2025
Christopher Husbands,FE,41,19.8,207,,887,2025
Juan Crawford,FE,31,19.3,161,,887,2025
Edgar Zenteno,FE,27,17.8,152,,887,2025
Leo Salles,FE,23,19.2,120,,887,2025
Kirk Johnson,FE,21,12.8,164,,887,2025
Jose L. Ortiz,FG,97,28.5,340,,887,2025
Jareth Loveberry,FG,55,14.3,384,,887,2025
Ben Curtis,FG,49,17.5,280,,887,2025
Mitchell Murrill,FG,41,11.7,349,,887,2025
"Marcelino Pedroza, Jr.",FG,38,11.8,321,,887,2025
Andre Shivnarine Worrie,FL,100,20.4,490,,887,2025
Luis E. Perez,FL,67,18.7,359,,887,2025
Keiber J. Coa,FL,64,16.8,382,,887,2025
Joel Cruz,FL,61,15.0,407,,887,2025
Kevin Navarro,FL,59,18.9,312,,887,2025
Travis Cunningham,FMT,20,27.0,74,,888,2025
Curtis Kimes,FMT,18,23.7,76,,888,2025
Roman Cruz,FMT,13,23.2,56,,888,2025
Obed Sanchez,FMT,12,16.9,71,,888,2025
Cassidy D. B. Fletcher,FMT,6,19.4,31,,888,2025
Kevin Roman,FON,63,26.8,235,,888,2025
Jose Angel Medina,FON,46,21.3,216,,888,2025
David Cardoso,FON,35,23.5,149,,888,2025
Ronald Hisby,FON,19,11.0,172,,888,2025
Victor Jadhir Bailon,FON,18,12.1,149,,888,2025
Ademar Santos,FP,76,25.2,301,,888,2025
Alexander Bendezu,FP,56,23.0,243,,888,2025
Julio E. Felix,FP,52,22.5,231,,888,2025
Travis Wales,FP,42,20.5,205,,888,2025
Reynier Arrieta,FP,29,12.7,228,,888,2025
Kody Kellenberger,GF,13,46.4,28,,888,2025
Jarred Journet,GF,13,46.4,28,,888,2025
Corrine Andros,GF,7,25.9,27,,888,2025
Jossiah Bad Bear,GF,3,15.8,19,,888,2025
Fernando Manuel Gamez,GF,2,8.0,25,,888,2025
Eliazar T. Vera,GIL,5,35.7,14,,888,2025
"Victor Manuel Urieta, Jr.",GIL,4,25.0,16,,888,2025
Luis L. Vivanco,GIL,3,21.4,14,,888,2025
Adrian X. Morales,GIL,2,13.3,15,,888,2025
Paulina Ramirez,GIL,1,6.7,15,,888,2025
"Irad Ortiz, Jr.",GPX,109,24.2,450,,889,2025
Tyler Gaffalione,GPX,74,18.6,397,,889,2025
Luis Saez,GPX,70,16.6,422,,889,2025
Edgard J. Zayas,GPX,68,14.8,461,,889,2025
Junior Alvarado,GPX,41,16.9,243,,889,2025
Edgard J. Zayas,GPX,93,20.8,447,,889,2025
Emisael Jaramillo,GPX,74,21.3,348,,889,2025
Edwin Gonzalez,GPX,69,19.0,363,,889,2025
Miguel Angel Vasquez,GPX,69,15.4,447,,889,2025
Jose E. Morelos,GPX,66,15.2,435,,889,2025
Edgard J. Zayas,GPX,44,20.0,220,,889,2025
Miguel Angel Vasquez,GPX,42,19.6,214,,889,2025
Emisael Jaramillo,GPX,38,24.5,155,,889,2025
Leonel Reyes,GPX,22,15.7,140,,889,2025
Micah J. Husbands,GPX,22,26.5,83,,889,2025
Larris Allen,GPR,21,30.0,70,,889,2025
Trevor Simpson,GPR,15,26.8,56,,889,2025
Andrew Poon,GPR,14,32.6,43,,889,2025
Jose O. Rocha,GPR,8,12.9,62,,889,2025
Scott Williams,GPR,8,42.1,19,,889,2025
Jake Samuels,GRP,6,33.3,18,,890,2025
Jaime E. Lopez,GRP,6,23.1,26,,890,2025
Jose Elias Rodriguez,GRP,5,15.2,33,,890,2025
Hugo Herrera,GRP,4,25.0,16,,890,2025
Taylor E. Smith,GRP,4,20.0,20,,890,2025
Adrian Castellanos,GRP,13,32.5,40,,890,2025
Manuel Americano,GRP,12,25.5,47,,890,2025
Kiaman McGregor,GRP,10,21.3,47,,890,2025
Jake Samuels,GRP,10,17.9,56,,890,2025
Blake Nunnally,GRP,7,15.9,44,,890,2025
Orlando Mojica,HAW,63,22.5,280,,890,2025
Santiago Gonzalez,HAW,55,17.4,317,,890,2025
Jareth Loveberry,HAW,44,19.4,227,,890,2025
Alexander Bendezu,HAW,41,16.7,245,,890,2025
Israel Hernandez,HAW,38,16.1,236,,890,2025
Jose Angel Medina,HCN,23,32.4,71,,890,2025
Belen Quinonez,HCN,18,27.7,65,,890,2025
Chris Fackler,HCN,10,16.1,62,,890,2025
Victor Jadhir Bailon,HCN,9,17.3,52,,890,2025
Travis Cunningham,HCN,8,11.8,68,,890,2025
Stewart Elliott,HOU,56,25.1,223,,890,2025
Deshawn L. Parker,HOU,36,22.1,163,,890,2025
David Cabrera,HOU,28,14.1,198,,890,2025
Iram Vargas Diego,HOU,25,14.4,174,,890,2025
Jose L. Alvarez,HOU,25,24.8,101,,890,2025
Jose Angel Medina,HPO,6,31.6,19,,891,2025
Belen Quinonez,HPO,4,30.8,13,,891,2025
Scott A. Bethke,HPO,3,42.9,7,,891,2025
Travis Cunningham,HPO,2,11.8,17,,891,2025
Blake Nunnally,HPO,2,25.0,8,,891,2025
Amadeo Perez,HST,49,28.8,170,,891,2025
Kimal Santo,HST,42,22.7,185,,891,2025
Kerron Khelawan,HST,31,22.5,138,,891,2025
Richard Balgobin,HST,28,16.3,172,,891,2025
Christopher Roy Mamdeen,HST,25,17.9,140,,891,2025
Fernando De La Cruz,IND,121,19.8,610,,891,2025
Joseph D. Ramos,IND,102,18.8,544,,891,2025
"Marcelino Pedroza, Jr.",IND,76,14.0,542,,891,2025
Alberto Burgos,IND,62,13.3,467,,891,2025
Mitchell Murrill,IND,56,15.1,371,,891,2025
Lanfranco Dettori,KD,9,20.5,44,,891,2025
"Irad Ortiz, Jr.",KD,8,17.8,45,,891,2025
Jose L. Ortiz,KD,7,10.6,66,,891,2025
Flavien Prat,KD,7,25.0,28,,891,2025
Tyler Gaffalione,KD,6,10.0,60,,891,2025
Flavien Prat,KEE,20,22.5,89,,892,2025
Jose L. Ortiz,KEE,18,17.5,103,,892,2025
Luis Saez,KEE,18,22.8,79,,892,2025
"Irad Ortiz, Jr.",KEE,16,17.0,94,,892,2025
"Brian Joseph Hernandez, Jr.",KEE,7,12.5,56,,892,2025
"Irad Ortiz, Jr.",KEE,25,19.5,128,,892,2025
Tyler Gaffalione,KEE,17,13.3,128,,892,2025
Jose L. Ortiz,KEE,16,12.5,128,,892,2025
Luis Saez,KEE,15,12.6,119,,892,2025
John R. Velazquez,KEE,13,22.8,57,,892,2025
Edgar Payeras,LA,37,30.3,122,,892,2025
Ricardo S. Ramirez,LA,17,17.9,95,,892,2025
Salvador R. Vargas,LA,16,29.1,55,,892,2025
Francisco J. Ramirez,LA,13,16.5,79,,892,2025
Adrian Escobedo,LA,11,19.3,57,,892,2025
Joel Dominguez,LAD,65,23.1,281,,892,2025
Emanuel Nieves,LAD,60,20.1,298,,892,2025
Alexander Castillo,LAD,51,16.7,305,,892,2025
Alexis X. Batista,LAD,30,12.2,246,,892,2025
Sergio Munoz,LAD,27,14.8,183,,892,2025
Larris Allen,LBG,7,30.4,23,,892,2025
Orlando Foster,LBG,5,27.8,18,,892,2025
Trevor Simpson,LBG,5,31.2,16,,892,2025
Garfield Gordon,LBG,5,27.8,18,,892,2025
Jose O. Rocha,LBG,3,12.0,25,,892,2025
Larris Allen,LBG,12,30.0,40,,893,2025
Trevor Simpson,LBG,11,26.8,41,,893,2025
Andre Powell,LBG,7,17.5,40,,893,2025
Andrew Poon,LBG,7,53.8,13,,893,2025
Jose O. Rocha,LBG,6,15.4,39,,893,2025
Belen Quinonez,LEG,19,24.4,78,,893,2025
Travis Cunningham,LEG,16,21.3,75,,893,2025
Jose Angel Medina,LEG,15,19.2,78,,893,2025
Blake Nunnally,LEG,14,19.7,71,,893,2025
Victor Jadhir Bailon,LEG,11,18.0,61,,893,2025
Kazushi Kimura,LRC,10,29.4,34,,893,2025
Diego A. Herrera,LRC,9,29.0,31,,893,2025
Tiago Josue Pereira,LRC,6,23.1,26,,893,2025
Kyle Frey,LRC,6,16.2,37,,893,2025
Armando Ayuso,LRC,5,14.3,35,,893,2025
Edgar Payeras,LRC,6,23.1,26,,893,2025
Kyle Frey,LRC,6,21.4,28,,893,2025
Kazushi Kimura,LRC,6,18.8,32,,893,2025
Antonio Fresu,LRC,5,29.4,17,,893,2025
Ricardo S. Ramirez,LRC,4,36.4,11,,893,2025
Armando Ayuso,LRC,6,18.2,33,,894,2025
Kazushi Kimura,LRC,6,21.4,28,,894,2025
Juan J. Hernandez,LRC,6,46.2,13,,894,2025
Tiago Josue Pereira,LRC,4,20.0,20,,894,2025
Edgar Payeras,LRC,4,21.1,19,,894,2025
Jaime Rodriguez,LRL,38,23.6,161,,894,2025
J.G. Torrealba,LRL,22,15.8,139,,894,2025
Sheldon Russell,LRL,19,32.2,59,,894,2025
Raul E. Mena,LRL,16,26.2,61,,894,2025
Jevian Toledo,LRL,14,13.7,102,,894,2025
Jaime Rodriguez,LRL,14,17.5,80,,894,2025
Sheldon Russell,LRL,11,33.3,33,,894,2025
Mychel J. Sanchez,LRL,11,23.9,46,,894,2025
Yedsit Hazlewood,LRL,10,15.4,65,,894,2025
Jevian Toledo,LRL,10,16.1,62,,894,2025
Jevian Toledo,LRL,14,18.4,76,,894,2025
Jaime Rodriguez,LRL,14,19.7,71,,894,2025
Ismerio Villalobos,LRL,14,22.2,63,,894,2025
Sheldon Russell,LRL,14,28.0,50,,894,2025
Mychel J. Sanchez,LRL,13,21.7,60,,894,2025
Yedsit Hazlewood,LRL,74,24.8,298,,894,2025
Jevian Toledo,LRL,35,14.8,237,,894,2025
Jorge Ruiz,LRL,33,23.4,141,,894,2025
Sheldon Russell,LRL,33,27.3,121,,894,2025
J.G. Torrealba,LRL,30,16.0,187,,894,2025
Ramon A. Vazquez,LS,55,26.6,207,,895,2025
David Cabrera,LS,36,16.1,223,,895,2025
Floyd Wethey Jr.,LS,33,15.9,208,,895,2025
Stewart Elliott,LS,32,13.6,235,,895,2025
Iram Vargas Diego,LS,31,15.8,196,,895,2025
Dakota Wood,MC,10,41.7,24,,895,2025
Richard Birdrattler,MC,9,39.1,23,,895,2025
Brian Beetem,MC,5,21.7,23,,895,2025
Larren Delorme,MC,1,10.0,10,,895,2025
Connie McKenzie,MC,1,8.3,12,,895,2025
Samuel Marin,MED,6,24.0,25,,895,2025
Fernando Jara,MED,5,15.6,32,,895,2025
Christopher Elliott,MED,4,21.1,19,,895,2025
Samy Camacho,MED,4,36.4,11,,895,2025
Katie Davis,MED,4,57.1,7,,895,2025
Trevor Simpson,MIL,1,25.0,4,,895,2025
Richard Lunan,MIL,1,50.0,2,,895,2025
Keishan Balgobin,MIL,1,50.0,2,,895,2025
Laurina Bugeaud,MIL,1,100.0,1,,895,2025
Richard Birdrattler,MIL,0,0.0,2,,895,2025
Luis Negron,MNR,97,20.0,485,,896,2025
Brandon Whitacre,MNR,76,22.2,342,,896,2025
Kevin Gonzalez,MNR,64,12.2,524,,896,2025
Ricardo Barrios,MNR,48,11.7,411,,896,2025
Erik Barbaran,MNR,47,20.2,233,,896,2025
Paco Lopez,MTH,86,32.6,264,,896,2025
Samuel Marin,MTH,66,19.7,335,,896,2025
Samy Camacho,MTH,47,18.2,258,,896,2025
Sonny Leon,MTH,43,15.5,278,,896,2025
"Jorge A. Vargas, Jr.",MTH,23,16.8,137,,896,2025
Erik Barbaran,MVR,70,26.7,262,,896,2025
Angel I. Diaz,MVR,48,21.4,224,,896,2025
Jose A. Bracho,MVR,34,21.4,159,,896,2025
Luis Alberto Batista,MVR,30,17.6,170,,896,2025
Fernando Salazar Becerra,MVR,29,20.1,144,,896,2025
Erik Barbaran,MVR,41,25.8,159,,896,2025
Luis Raul Rivera,MVR,33,23.2,142,,896,2025
Jose A. Bracho,MVR,26,17.1,152,,896,2025
Luis Alberto Batista,MVR,20,16.1,124,,896,2025
Fernando Salazar Becerra,MVR,19,12.5,152,,896,2025
Jose Antonio Figueroa,ONE,2,100.0,2,,896,2025
Angel Acevedo Armenta,ONE,1,50.0,2,,896,2025
Jesus Flores,ONE,0,0.0,3,,896,2025
Oscar Cervantes,ONE,0,0.0,1,,896,2025
Eric Ayala,ONE,0,0.0,2,,896,2025
Francisco Arrieta,OP,65,17.7,367,,897,2025
Cristian A. Torres,OP,62,14.6,425,,897,2025
Rafael Bejarano,OP,54,18.7,289,,897,2025
Tyler W. Bacon,OP,49,12.9,379,,897,2025
Ramon A. Vazquez,OP,40,11.0,364,,897,2025
Angel R. Rodriguez,PEN,114,26.5,431,,897,2025
David Cora,PEN,85,18.7,454,,897,2025
Jomar Torres,PEN,72,17.9,403,,897,2025
Julio A. Hernandez,PEN,54,23.7,228,,897,2025
Yabriel O. Ramos,PEN,50,13.1,383,,897,2025
Antonio A. Gallardo,PID,85,21.8,390,,897,2025
Pablo Morales,PID,84,24.6,341,,897,2025
Gaddiel A. Martinez,PID,66,17.7,373,,897,2025
Israel O. Rodriguez,PID,57,18.6,307,,897,2025
Martina Rojas,PID,38,15.0,254,,897,2025
Flavien Prat,PIM,5,22.7,22,,897,2025
"Irad Ortiz, Jr.",PIM,4,25.0,16,,897,2025
Jaime Rodriguez,PIM,4,17.4,23,,897,2025
Yedsit Hazlewood,PIM,4,16.7,24,,897,2025
Paco Lopez,PIM,3,16.7,18,,897,2025
Eric Ayala,POD,1,100.0,1,,898,2025
Carlos Castruita,POD,0,0.0,1,,898,2025
Oscar Villa,POD,0,0.0,1,,898,2025
Luis A. Collazo,POD,0,0.0,1,,898,2025
Tyler W. Bacon,PRM,97,24.0,404,,898,2025
Elvin Gonzalez,PRM,88,22.9,385,,898,2025
Ken S. Tohill,PRM,59,16.6,355,,898,2025
Kevin Roman,PRM,58,15.0,386,,898,2025
Walter De La Cruz,PRM,57,19.2,297,,898,2025
Jose Elias Rodriguez,PRV,8,50.0,16,,898,2025
Vladimir P. Jensen,PRV,3,27.3,11,,898,2025
Kiaman McGregor,PRV,3,42.9,7,,898,2025
Jose Antonio Figueroa,PRV,3,20.0,15,,898,2025
Taylor E. Smith,PRV,2,12.5,16,,898,2025
Mychel J. Sanchez,PRX,204,28.5,716,,898,2025
Paco Lopez,PRX,89,23.7,376,,898,2025
Dexter Haddock,PRX,74,12.4,596,,898,2025
Abner Adorno,PRX,71,14.9,476,,898,2025
Andy Hernandez,PRX,68,19.5,349,,898,2025
Ramon A. Vazquez,RP,75,27.9,269,,898,2025
David Cabrera,RP,55,17.2,319,,898,2025
Erik Asmussen,RP,49,26.8,183,,898,2025
Floyd Wethey Jr.,RP,46,16.0,287,,898,2025
Stewart Elliott,RP,43,14.9,289,,898,2025
Juan J. Hernandez,SA,53,22.8,232,,899,2025
Flavien Prat,SA,43,30.1,143,,899,2025
Umberto Rispoli,SA,37,19.8,187,,899,2025
Hector Isaac Berrios,SA,37,22.6,164,,899,2025
Antonio Fresu,SA,29,14.0,207,,899,2025
Antonio Fresu,SA,35,23.0,152,,899,2025
Juan J. Hernandez,SA,30,24.4,123,,899,2025
Umberto Rispoli,SA,26,32.1,81,,899,2025
Hector Isaac Berrios,SA,25,21.2,118,,899,2025
Armando Ayuso,SA,24,16.9,142,,899,2025
Juan J. Hernandez,SA,28,30.4,92,,899,2025
Umberto Rispoli,SA,19,24.1,79,,899,2025
Kazushi Kimura,SA,13,12.5,104,,899,2025
Hector Isaac Berrios,SA,13,17.3,75,,899,2025
Antonio Fresu,SA,12,16.7,72,,899,2025
John R. Velazquez,SAR,9,31.0,29,,899,2025
Flavien Prat,SAR,8,24.2,33,,899,2025
Dylan Davis,SAR,8,24.2,33,,899,2025
Junior Alvarado,SAR,5,20.8,24,,899,2025
"Irad Ortiz, Jr.",SAR,5,10.6,47,,899,2025
Flavien Prat,SAR,7,24.1,29,,900,2025
Jose L. Ortiz,SAR,7,29.2,24,,900,2025
"Irad Ortiz, Jr.",SAR,5,16.1,31,,900,2025
Dylan Davis,SAR,3,11.1,27,,900,2025
Manuel Franco,SAR,3,10.7,28,,900,2025
"Irad Ortiz, Jr.",SAR,59,20.6,286,,900,2025
Jose L. Ortiz,SAR,55,22.6,243,,900,2025
Flavien Prat,SAR,42,18.3,230,,900,2025
"Ricardo Santana, Jr.",SAR,38,14.8,256,,900,2025
Kendrick Carmouche,SAR,29,15.0,193,,900,2025
Miguel A. Perez,SRP,16,25.4,63,,900,2025
Enrique Portillo Gomez,SRP,12,15.2,79,,900,2025
Irwin J. Rosendo,SRP,12,15.6,77,,900,2025
Francisco Amparan,SRP,11,16.4,67,,900,2025
Alejandro Medellin,SRP,8,14.3,56,,900,2025
"Alfredo J. Juarez, Jr.",SUN,48,25.9,185,,900,2025
Christian Ramos,SUN,29,20.3,143,,900,2025
Francisco Amparan,SUN,23,13.6,169,,900,2025
Luis Negron,SUN,22,14.1,156,,900,2025
Alejandro Medellin,SUN,20,15.3,131,,900,2025
Scott A. Bethke,SWF,9,18.0,50,,900,2025
Jimmy Ray Coates,SWF,9,22.0,41,,900,2025
Minor Arana,SWF,8,20.0,40,,900,2025
Ricardo Martinez,SWF,5,13.9,36,,900,2025
Daniel Carrillo,SWF,4,9.5,42,,900,2025
Samuel Marin,TAM,116,20.8,558,,901,2025
Samy Camacho,TAM,105,22.5,467,,901,2025
Jose C. Ferrer,TAM,48,16.3,295,,901,2025
Antonio A. Gallardo,TAM,43,16.0,269,,901,2025
Sonny Leon,TAM,41,11.2,365,,901,2025
Alexander Chavez,TDN,85,22.1,384,,901,2025
Erik Barbaran,TDN,71,21.8,325,,901,2025
Fernando Salazar Becerra,TDN,64,17.5,366,,901,2025
Luis Raul Rivera,TDN,63,16.7,378,,901,2025
Jose A. Bracho,TDN,60,19.4,310,,901,2025
Jake Samuels,TIL,7,38.9,18,,901,2025
Talliyah Timentwa,TIL,3,30.0,10,,901,2025
Taylor E. Smith,TIL,3,30.0,10,,901,2025
Jose Elias Rodriguez,TIL,3,30.0,10,,901,2025
Vladimir P. Jensen,TIL,2,16.7,12,,901,2025
Yedsit Hazlewood,TIM,13,39.4,33,,901,2025
Carlos Eduardo Lopez,TIM,8,20.5,39,,901,2025
Arnaldo Bocachica,TIM,8,38.1,21,,901,2025
Jorge F. Hernandez,TIM,6,50.0,12,,901,2025
Angel Cruz,TIM,4,16.0,25,,901,2025
Luan Machado,TP,51,18.4,277,,902,2025
Irving Moncada,TP,42,17.1,246,,902,2025
Joseph D. Ramos,TP,40,19.1,209,,902,2025
